date,starting_cash,starting_nav,assigned_stock_value,n_assigned_stocks,assignments_today,open_put_exposure,covered_call_exposure,gross_exposure,borrowed,uncovered_usable_shares,covered_call_opportunities,covered_call_lots_ordered,covered_call_lots_sold,covered_call_premium,cash_after_calls,margin_utilization_after_calls,breach,new_put_capacity,new_put_lots_decided,new_put_lots_attempted,new_put_lots_executed,new_put_lots_rejected,rejection_reason
2020-05-27,17292569.63283089,20150684.13283089,3438490.0000000005,2,0,34728038.472,0.0,38166528.472,0.0,29200,0,0,0,0.0,17292569.63283089,0.37305088724766455,False,10346961.93843089,0,0,0,0,
2020-05-28,12739588.505448699,20630918.5054487,7891330.0,3,1,0.0,0.0,7891330.0,0.0,61600,0,0,0,0.0,12739588.505448699,0.07650003559381878,False,12739588.505448699,126,0,0,0,
2020-05-29,12740783.318296792,20916993.31829679,8176210.0,3,0,0.0,0.0,8176210.0,0.0,61600,1,12,0,0.0,12740783.318296792,0.5384152375313362,False,4267131.529589513,0,126,126,0,
2020-06-01,14168416.865090009,21590978.11509001,8423560.0,3,0,49486500.0,0.0,57910060.0,0.0,29200,0,0,12,184799.88,14352991.60418888,0.5255210550751921,False,4455691.60418888,0,0,0,0,
2020-06-02,14354293.607312888,21736536.357312888,8301570.0,3,0,49486500.0,4860000.0,57788070.0,0.0,29200,0,0,0,0.0,14354293.607312888,0.5232548720290249,False,4456993.607312888,0,0,0,0,
2020-06-03,14355595.728545522,21882886.228545524,8309090.0,3,0,49486500.0,4860000.0,57795590.0,0.0,29200,0,0,0,0.0,14355595.728545522,0.5210810850501735,False,4458295.728545522,0,0,0,0,
2020-06-04,14356897.967897497,21837302.967897497,8235930.0,3,0,49486500.0,4860000.0,57722430.0,0.0,29200,0,0,0,0.0,14356897.967897497,0.5217393840598878,False,4459597.967897497,0,0,0,0,
2020-06-05,14358200.325379528,22293913.825379528,8540380.0,3,0,49486500.0,4860000.0,58026880.0,0.0,29200,0,0,0,0.0,14358200.325379528,0.5151380233167511,False,4460900.325379528,0,0,0,0,
2020-06-08,14362107.752247939,22250041.502247937,8572220.0,3,0,49486500.0,4860000.0,58058720.0,0.0,29200,0,0,0,0.0,14362107.752247939,0.5157242852261954,False,4464807.752247939,0,0,0,0,
2020-06-09,14363410.582325209,22112708.08232521,8407920.0,3,0,49486500.0,4860000.0,57894420.0,0.0,29200,0,0,0,0.0,14363410.582325209,0.5176733422872691,False,4466110.582325209,0,0,0,0,
2020-06-10,14364713.530586122,22153650.03058612,8368280.0,3,0,49486500.0,4860000.0,57854780.0,0.0,29200,0,0,0,0.0,14364713.530586122,0.5170744903970541,False,4467413.530586122,0,0,0,0,
2020-06-11,14366016.597041398,21794174.8470414,8206460.0,3,0,49486500.0,4860000.0,57692960.0,0.0,29200,0,0,0,0.0,14366016.597041398,0.5222923891310001,False,4468716.597041398,0,0,0,0,
2020-06-12,14367319.78170176,21920073.781701762,8117690.0,3,0,49486500.0,4860000.0,57604190.0,0.0,29200,0,0,0,0.0,14367319.78170176,0.5204293978938584,False,4470019.78170176,0,0,0,0,
2020-06-15,14371229.69033027,21661823.69033027,8031460.0,3,0,49486500.0,4860000.0,57517960.0,0.0,29200,0,0,0,0.0,14371229.69033027,0.5242134255330037,False,4473929.690330271,0,0,0,0,
2020-06-16,14372533.347886035,21889054.847886033,8089340.0,3,0,49486500.0,4860000.0,57575840.0,0.0,29200,0,0,0,0.0,14372533.347886035,0.5208358414388564,False,4475233.347886035,0,0,0,0,
2020-06-17,14373837.123700505,21862241.623700507,7992620.0,3,0,49486500.0,4860000.0,57479120.0,0.0,29200,0,0,0,0.0,14373837.123700505,0.5212174074431088,False,4476537.123700505,0,0,0,0,
2020-06-18,14375141.01778441,22414365.76778441,8310560.0,3,0,49486500.0,4860000.0,57797060.0,0.0,29200,0,0,0,0.0,14375141.01778441,0.5132933525398273,False,4477841.017784409,0,0,0,0,
2020-06-19,14376445.030148474,22530363.780148476,8322100.0,3,0,49486500.0,4860000.0,57808600.0,0.0,29200,0,0,0,0.0,14376445.030148474,0.5116687800734672,False,4479145.0301484745,0,0,0,0,
2020-06-22,14380357.422113348,22752434.672113348,8502130.0,3,0,49486500.0,4860000.0,57988630.0,0.0,29200,0,0,0,0.0,14380357.422113348,0.508592404143146,False,4483057.422113348,0,0,0,0,
2020-06-23,14381661.90767317,22988229.907673173,8688420.0,3,0,49486500.0,4860000.0,58174920.0,0.0,29200,0,0,0,0.0,14381661.90767317,0.5054157560918536,False,4484361.907673171,0,0,0,0,
2020-06-24,14382966.51156681,22792793.76156681,8447040.0,3,0,49486500.0,4860000.0,57933540.0,0.0,29200,0,0,0,0.0,14382966.51156681,0.5080230870831178,False,4485666.51156681,0,0,0,0,
2020-06-25,14384271.233805,22680951.233805,8296680.0,3,0,0.0,0.0,8296680.0,0.0,61600,0,0,0,0.0,14384271.233805,0.07315989452535966,False,14384271.233805,72,0,0,0,
2020-06-26,14385576.074398478,22851696.07439848,8466120.0,3,0,0.0,0.0,8466120.0,0.0,61600,1,8,0,0.0,14385576.074398478,0.4549500521191407,False,7051460.579297498,0,69,69,0,
2020-06-29,16086657.195712984,22582614.195712984,8107670.0,3,0,45154100.0,0.0,53261770.0,0.0,32000,0,0,8,66600.0,16153160.962418983,0.45687782804118376,False,7122340.962418983,0,0,0,0,
2020-06-30,16154626.264330642,22511463.26433064,8041610.0,3,0,45154100.0,4440000.0,53195710.0,0.0,32000,0,0,0,0.0,16154626.264330642,0.45764183691798443,False,7123806.264330642,0,0,0,0,
2020-07-01,16156091.699164255,22871110.699164256,8094980.0,3,0,45154100.0,4440000.0,53249080.0,0.0,32000,0,0,0,0.0,16156091.699164255,0.4535776131055618,False,7125271.699164255,0,0,0,0,
2020-07-02,16157515.825450087,23152354.325450085,8102560.0,3,0,45154100.0,4440000.0,53256660.0,0.0,32000,0,0,0,0.0,16157515.825450087,0.45048497243043306,False,7126695.825450087,0,0,0,0,
2020-07-03,16158940.077269726,23244196.577269726,8132180.0,3,0,45154100.0,4440000.0,53286280.0,0.0,32000,0,0,0,0.0,16158940.077269726,0.4494830038658713,False,7128120.0772697255,0,0,0,0,
2020-07-06,16163213.209363256,23801609.209363256,8329640.0,3,0,44861780.0,4440000.0,53191420.0,0.0,32000,0,0,0,0.0,16163213.209363256,0.44114812186183683,False,7190857.209363256,0,0,0,0,
2020-07-07,16164637.963395579,23641288.46339558,8174630.0,3,0,44861780.0,4440000.0,53036410.0,0.0,32000,0,0,0,0.0,16164637.963395579,0.44277138770196,False,7192281.963395579,0,0,0,0,
2020-07-08,16166062.843017042,23648169.84301704,8226000.0,3,0,44861780.0,4440000.0,53087780.0,0.0,32000,0,0,0,0.0,16166062.843017042,0.4426886930149175,False,7193706.843017042,0,0,0,0,
2020-07-09,16167487.848238716,23909695.848238718,8343400.0,3,0,44861780.0,4440000.0,53205180.0,0.0,32000,0,0,0,0.0,16167487.848238716,0.4400222264130141,False,7195131.848238716,0,0,0,0,
2020-07-10,16168912.979071673,23878116.979071673,8332690.0,3,0,44861780.0,4440000.0,53194470.0,0.0,32000,0,0,0,0.0,16168912.979071673,0.4403277196947868,False,7196556.979071673,0,0,0,0,
2020-07-13,16173188.748437608,24002885.748437606,8429430.0,3,0,44861780.0,4440000.0,53291210.0,0.0,32000,0,0,0,0.0,16173188.748437608,0.43904285136573457,False,7200832.748437608,0,0,0,0,
