date,symbol,event,reason,shares,entry_day,put_retries,pending_calls,strike,lots,per_share,a,b,share_multiplier,fsp,qty,required_cash,free_cash,shortfall,realised_loss,position,cancelled_orders,action,pnl,spot,stop_level,entry_spot
2020-06-10,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-11,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,4100.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,VEDL,covered_call_not_available,calls_skipped_no_eligible_strike,31500.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,VEDL,UNIVERSE_EXIT_SCHEDULED,,,,,,,,,,,,,,,,,,31500 shares,,,,,,
2020-07-31,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,VEDL,UNIVERSE_EXIT_CLEARED,,,,,,,,,,,,,,,,,,,,sell shares,-686940.9749999994,,,
2020-08-03,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,TATASTEEL,covered_call_not_available,calls_skipped_no_eligible_strike,10500.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,TATASTEEL,dividend,,10500.0,,,,,,10.0,,,,,,,,,,,,,,,,
2020-08-06,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,TATASTEEL,covered_call_leftover_shares,"covered 10200, uncovered 300",10500.0,,,,450.0,6.0,,,,,,,,,,,,,,,,,
2020-08-07,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,HINDALCO,covered_call_leftover_shares,"covered 17200, uncovered 3800",21000.0,,,,205.0,4.0,,,,,,,,,,,,,,,,,
2020-08-27,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-08-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2020-08-28,TATASTEEL,covered_call_leftover_shares,"covered 10200, uncovered 300",10500.0,,,,450.0,6.0,,,,,,,,,,,,,,,,,
2020-08-28,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2020-08-31,HINDALCO,covered_call_leftover_shares,"covered 17200, uncovered 3800",21000.0,,,,205.0,4.0,,,,,,,,,,,,,,,,,
2020-09-03,HINDALCO,dividend,,21000.0,,,,,,1.0,,,,,,,,,,,,,,,,
2020-09-22,AXISBANK,PUT_STOP_LOSS,,,,,,470.0,,,,,,,,,,,,,,,,412.0,412.84499999999997,485.7
2020-09-23,INDUSINDBK,PUT_STOP_LOSS,,,,,,600.0,,,,,,,,,,,,,,,,528.05,533.3325,627.45
2020-09-23,SBIN,PUT_STOP_LOSS,,,,,,200.0,,,,,,,,,,,,,,,,183.8,185.385,218.1
2020-09-24,KOTAKBANK,put_forced_realisation,,,,,,1340.0,,,,,,1246.1,4000.0,5381979.1624,4371538.9788278155,1010440.1835721843,375856.6936040004,,,,,,,
2020-09-24,TATAMOTORS,put_forced_realisation,,,,,,135.0,,,,,,122.8,39900.0,5408587.828035,3995682.285223815,1412905.5428111847,487105.6908002001,,,,,,,
2020-09-24,SUNPHARMA,put_forced_realisation,,,,,,490.0,,,,,,485.8,11200.0,5510504.03792,3508576.594423615,2001927.4434963851,47092.792553599866,,,,,,,
2020-09-24,ICICIBANK,put_forced_realisation,,,,,,370.0,,,,,,335.7,15125.0,5619197.9267875,3461483.801870015,2157714.1249174853,519133.0543346252,,,,,,,
2020-09-24,M&M,put_forced_realisation,,,,,,580.0,,,,,,575.1,9800.0,5707307.75356,2942350.74753539,2764957.0060246103,48073.400731799775,,,,,,,
2020-09-24,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-24,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,
2020-09-25,TATASTEEL,covered_call_leftover_shares,"covered 10200, uncovered 300",10500.0,,,,450.0,6.0,,,,,,,,,,,,,,,,,
2020-09-25,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-28,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-29,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-09-30,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-05,HINDALCO,covered_call_leftover_shares,"covered 17200, uncovered 3800",21000.0,,,,205.0,4.0,,,,,,,,,,,,,,,,,
2020-10-29,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-10-29,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2020-10-30,TATASTEEL,covered_call_leftover_shares,"covered 10200, uncovered 300",10500.0,,,,450.0,6.0,,,,,,,,,,,,,,,,,
2020-10-30,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-02,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-03,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-04,HINDALCO,covered_call_not_available,calls_skipped_distance_cap,21000.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-06,HINDALCO,covered_call_leftover_shares,"covered 17200, uncovered 3800",21000.0,,,,205.0,4.0,,,,,,,,,,,,,,,,,
2020-11-26,HINDALCO,residual_shares_after_call_away,sell_next_day,3800.0,,,,,,,,,,,,,,,,,,,,,,
2020-11-26,TATASTEEL,residual_shares_after_call_away,sell_next_day,300.0,,,,,,,,,,,,,,,,,,,,,,
2021-01-28,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-01-28,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,2.0,,,,,,,,,,,,,,,,,,,
2021-01-29,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-02-03,ASIANPAINT,covered_call_leftover_shares,"covered 600, uncovered 1500",2100.0,,,,2620.0,2.0,,,,,,,,,,,,,,,,,
2021-02-04,ASIANPAINT,covered_call_topup,"added 300, covered 900, uncovered 1200",2100.0,,,,2620.0,1.0,,,,,,,,,,,,,,,,,
2021-02-05,ASIANPAINT,covered_call_topup,"added 600, covered 1500, uncovered 600",2100.0,,,,2620.0,2.0,,,,,,,,,,,,,,,,,
2021-02-08,ASIANPAINT,covered_call_topup,"added 300, covered 1800, uncovered 300",2100.0,,,,2620.0,1.0,,,,,,,,,,,,,,,,,
2021-02-09,ASIANPAINT,covered_call_topup,"added 300, covered 2100, uncovered 0",2100.0,,,,2620.0,1.0,,,,,,,,,,,,,,,,,
2021-02-25,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-02-25,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2021-02-26,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-02,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-03,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-05,ASIANPAINT,covered_call_fill_failed,participation_or_margin,,,,,2620.0,7.0,,,,,,,,,,,,,,,,,
2021-03-05,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-08,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-09,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-12,ASIANPAINT,covered_call_leftover_shares,"covered 900, uncovered 1200",2100.0,,,,2620.0,3.0,,,,,,,,,,,,,,,,,
2021-03-15,ASIANPAINT,covered_call_topup,"added 1200, covered 2100, uncovered 0",2100.0,,,,2620.0,4.0,,,,,,,,,,,,,,,,,
2021-03-25,GAIL,put_forced_realisation,,,,,,135.0,,,,,,128.0,42700.0,5788137.851055,5145986.043626626,642151.807428374,299119.675411,,,,,,,
2021-03-25,COALINDIA,put_forced_realisation,,,,,,145.0,,,,,,128.1,42000.0,6114972.5931,4846866.368215626,1268106.224884374,710289.2217020002,,,,,,,
2021-03-25,BPCL,put_forced_realisation,,,,,,430.0,,,,,,418.95,14400.0,6217390.85328,4136577.146513626,2080813.7067663744,159247.98112880017,,,,,,,
2021-03-25,INDUSINDBK,put_forced_realisation,,,,,,1020.0,,,,,,957.8,6300.0,6452350.39134,3977329.165384826,2475021.225955174,392140.6562414003,,,,,,,
2021-03-25,ONGC,put_forced_realisation,,,,,,105.0,,,,,,102.0,61600.0,6494522.61612,3585188.509143425,2909334.106976575,184944.826952,,,,,,,
2021-03-25,RELIANCE,put_forced_realisation,,,,,,2000.0,,,,,,1991.45,3250.0,6526653.835,3400243.682191425,3126410.152808575,27829.32832212485,,,,,,,
2021-03-25,ASIANPAINT,covered_call_not_available,calls_skipped_distance_cap,2100.0,,,,,,,,,,,,,,,,,,,,,,
2021-03-25,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2021-03-26,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2021-04-29,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,
2021-05-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2021-06-24,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2021-07-15,M&M,dividend,,9100.0,,,,,,8.75,,,,,,,,,,,,,,,,
2021-07-29,HINDUNILVR,put_forced_realisation,,,,,,2340.0,,,,,,2334.75,3300.0,7753669.31196,2748336.6261559594,5005332.68580404,17359.9752485,,,,,,,
2021-07-29,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2021-08-05,MARUTI,dividend,,1000.0,,,,,,45.0,,,,,,,,,,,,,,,,
2021-08-26,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,
2021-09-30,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2021-10-28,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
2021-10-29,COALINDIA,covered_call_not_available,calls_skipped_distance_cap,46200.0,,,,,,,,,,,,,,,,,,,,,,
