expiry_date,contract_month,rank,symbol,ltp,pct_vs_15m_ema50,pct_vs_daily_ema20,rank_final,next_expiry_return_pct
2021-05-27,2021-05,35,DRREDDY,1055.4,0.22,1.5,0.86,0.04
2021-05-27,2021-05,36,RELIANCE,948.4,0.56,1.14,0.85,7.92
2021-05-27,2021-05,37,ITC,174.15,-0.14,1.26,0.56,-3.42
2021-05-27,2021-05,38,HINDALCO,386.85,0.37,0.5,0.43,-4.23
2021-05-27,2021-05,39,HCLTECH,943.5,-0.2,1.02,0.41,4.4
2021-05-27,2021-05,40,TATACONSUM,642.0,0.67,0.09,0.38,16.62
2021-05-27,2021-05,41,HDFCLIFE,666.0,0.65,-0.69,-0.02,8.18
2021-05-27,2021-05,42,COALINDIA,134.6,-0.97,0.85,-0.06,1.49
2021-05-27,2021-05,43,ONGC,101.05,-1.03,-0.02,-0.53,9.5
2021-05-27,2021-05,44,HINDUNILVR,2341.0,-0.02,-1.1,-0.56,6.54
2021-05-27,2021-05,45,NTPC,109.8,-1.48,0.37,-0.56,7.56
2021-05-27,2021-05,46,BRITANNIA,3418.0,0.0,-1.57,-0.79,7.73
2021-05-27,2021-05,47,JSWSTEEL,682.5,-0.59,-1.06,-0.83,-0.29
2021-05-27,2021-05,48,ADANIPORTS,751.75,-1.22,-0.67,-0.95,-5.15
2021-05-27,2021-05,49,BHARTIARTL,510.9,-0.76,-3.12,-1.95,1.75
2021-06-24,2021-06,1,INFY,1522.6,1.65,6.61,4.1,3.86
2021-06-24,2021-06,2,MARUTI,7531.0,1.26,5.42,3.32,-7.06
2021-06-24,2021-06,3,TATACONSUM,748.7,0.14,5.59,2.83,-0.81
2021-06-24,2021-06,4,BAJAJFINSV,1239.5,1.31,4.24,2.76,17.11
2021-06-24,2021-06,5,TCS,3370.0,1.34,3.86,2.59,-5.22
2021-06-24,2021-06,6,TITAN,1777.1,0.14,4.72,2.4,-2.2
2021-06-24,2021-06,7,TECHM,1006.9,1.45,2.99,2.22,4.52
2021-06-24,2021-06,8,HDFCLIFE,720.5,0.45,3.5,1.96,-7.72
2021-06-24,2021-06,9,ULTRACEMCO,6804.0,0.43,3.32,1.86,10.99
2021-06-24,2021-06,10,ASIANPAINT,3044.0,0.86,2.6,1.73,-1.48
2021-06-24,2021-06,11,HINDUNILVR,2494.0,0.24,3.08,1.65,-6.5
2021-06-24,2021-06,12,NTPC,118.1,0.99,2.12,1.55,-1.23
2021-06-24,2021-06,13,BRITANNIA,3682.25,0.15,2.54,1.34,-7.48
2021-06-24,2021-06,14,LT,1510.0,0.79,1.52,1.15,5.76
2021-06-24,2021-06,15,BAJAJ-AUTO,4125.5,0.4,1.64,1.02,-11.2
2021-06-24,2021-06,16,HDFCBANK,753.0,0.53,1.41,0.97,-5.63
2021-06-24,2021-06,17,HCLTECH,985.0,0.22,1.7,0.96,2.34
2021-06-24,2021-06,18,UPL,779.85,1.15,0.54,0.84,0.74
2021-06-24,2021-06,19,SBILIFE,1001.4,0.16,1.41,0.78,12.25
2021-06-24,2021-06,20,BAJFINANCE,604.5,-0.33,1.81,0.73,5.79
2021-06-24,2021-06,21,NESTLEIND,883.1,0.92,0.55,0.73,1.63
2021-06-24,2021-06,22,GRASIM,1488.7,-0.12,1.4,0.64,2.9
2021-06-24,2021-06,23,WIPRO,261.9,0.3,0.72,0.51,7.56
2021-06-24,2021-06,24,TATASTEEL,105.78,0.59,0.25,0.42,31.37
2021-06-24,2021-06,25,EICHERMOT,2715.0,-0.04,0.86,0.41,-6.89
2021-06-24,2021-06,26,ICICIBANK,635.0,0.78,0.05,0.41,8.36
2021-06-24,2021-06,27,ONGC,110.65,-0.07,0.81,0.37,-6.28
2021-06-24,2021-06,28,DIVISLAB,4250.0,0.33,0.37,0.35,13.78
2021-06-24,2021-06,29,SHREECEM,28603.0,-0.53,1.08,0.27,-3.25
2021-06-24,2021-06,30,M&M,793.0,0.85,-0.35,0.25,-7.69
2021-06-24,2021-06,31,AXISBANK,739.5,0.04,0.33,0.18,-3.03
2021-06-24,2021-06,32,CIPLA,952.55,0.02,0.1,0.06,-7.51
2021-06-24,2021-06,33,SBIN,418.25,-0.31,-0.02,-0.17,5.94
2021-06-24,2021-06,34,DRREDDY,1055.8,-0.1,-0.37,-0.24,-11.56
2021-06-24,2021-06,35,INDUSINDBK,999.1,-0.37,-0.28,-0.33,-0.72
2021-06-24,2021-06,36,TMPV,230.85,-0.45,-0.24,-0.35,-12.37
2021-06-24,2021-06,37,JSWSTEEL,680.5,0.64,-1.89,-0.63,9.61
2021-06-24,2021-06,38,HEROMOTOCO,2745.1,-0.15,-1.23,-0.69,-5.79
2021-06-24,2021-06,39,KOTAKBANK,348.3,0.11,-1.52,-0.71,-5.71
2021-06-24,2021-06,40,SUNPHARMA,664.8,-0.3,-1.12,-0.71,5.52
2021-06-24,2021-06,41,ITC,168.2,0.12,-1.64,-0.76,0.98
2021-06-24,2021-06,42,IOC,56.31,-0.98,-0.73,-0.86,-8.51
2021-06-24,2021-06,43,BPCL,205.8,-0.51,-1.28,-0.9,-3.74
2021-06-24,2021-06,44,BHARTIARTL,519.85,-0.59,-1.26,-0.93,6.92
2021-06-24,2021-06,45,POWERGRID,126.4,-0.23,-1.65,-0.94,-3.36
2021-06-24,2021-06,46,HINDALCO,370.5,0.13,-2.53,-1.21,23.37
2021-06-24,2021-06,47,COALINDIA,136.6,-0.73,-2.54,-1.64,-3.22
2021-06-24,2021-06,48,RELIANCE,1023.5,-2.09,-1.19,-1.64,-4.34
2021-06-24,2021-06,49,ADANIPORTS,713.0,-0.58,-5.52,-3.08,-7.54
2021-07-29,2021-07,1,TATASTEEL,138.96,4.36,15.35,9.72,-5.7
2021-07-29,2021-07,2,HINDALCO,457.1,4.98,14.01,9.4,-7.11
2021-07-29,2021-07,3,BAJAJFINSV,1451.6,2.19,11.22,6.61,9.64
2021-07-29,2021-07,4,JSWSTEEL,745.9,1.56,5.88,3.7,-9.94
2021-07-29,2021-07,5,SBIN,443.1,2.78,3.67,3.22,-7.39
2021-07-29,2021-07,6,ULTRACEMCO,7552.0,0.7,5.72,3.18,-4.95
2021-07-29,2021-07,7,SBILIFE,1124.05,-0.21,6.48,3.08,2.63
2021-07-29,2021-07,8,BAJFINANCE,639.5,1.4,4.07,2.73,8.84
2021-07-29,2021-07,9,BHARTIARTL,555.8,0.45,4.65,2.53,3.38
2021-07-29,2021-07,10,ICICIBANK,688.1,0.61,3.96,2.27,1.34
2021-07-29,2021-07,11,SUNPHARMA,701.5,1.19,2.39,1.79,8.43
2021-07-29,2021-07,12,INFY,1581.3,0.39,2.88,1.63,6.68
2021-07-29,2021-07,13,WIPRO,281.7,-0.42,3.67,1.6,6.71
2021-07-29,2021-07,14,TECHM,1052.4,0.29,2.7,1.49,29.25
2021-07-29,2021-07,15,HCLTECH,1008.0,0.94,1.85,1.39,15.88
2021-07-29,2021-07,16,DIVISLAB,4835.8,-0.93,3.13,1.08,0.0
2021-07-29,2021-07,17,LT,1597.0,0.03,1.79,0.91,0.19
2021-07-29,2021-07,18,TITAN,1738.0,-0.1,1.36,0.63,4.43
2021-07-29,2021-07,19,NESTLEIND,897.5,-0.1,0.72,0.31,11.59
2021-07-29,2021-07,20,UPL,785.6,0.49,0.12,0.3,-11.94
2021-07-29,2021-07,21,GRASIM,1531.9,0.26,0.31,0.28,-6.28
2021-07-29,2021-07,22,SHREECEM,27672.35,0.11,-0.82,-0.36,-4.14
2021-07-29,2021-07,23,TCS,3194.0,-0.1,-0.83,-0.47,14.59
2021-07-29,2021-07,24,ASIANPAINT,2999.0,-0.39,-0.79,-0.59,1.39
2021-07-29,2021-07,25,INDUSINDBK,991.9,0.1,-1.52,-0.71,1.36
2021-07-29,2021-07,26,ITC,169.85,-1.08,-0.39,-0.74,-0.56
2021-07-29,2021-07,27,NTPC,116.65,-0.28,-1.25,-0.77,-3.47
2021-07-29,2021-07,28,TATACONSUM,742.65,-0.49,-1.12,-0.81,13.58
2021-07-29,2021-07,29,ONGC,103.7,-0.04,-1.76,-0.9,0.58
2021-07-29,2021-07,30,RELIANCE,979.1,-0.01,-1.79,-0.9,8.65
2021-07-29,2021-07,31,HDFCLIFE,664.9,0.0,-1.83,-0.92,5.2
2021-07-29,2021-07,32,BPCL,198.1,-0.39,-1.47,-0.93,4.32
2021-07-29,2021-07,33,BRITANNIA,3406.9,-0.34,-2.05,-1.2,15.81
2021-07-29,2021-07,34,COALINDIA,132.2,-0.72,-2.35,-1.54,-2.91
2021-07-29,2021-07,35,IOC,51.52,-0.02,-3.15,-1.6,2.48
2021-07-29,2021-07,36,HDFCBANK,710.6,-0.13,-3.16,-1.66,9.29
2021-07-29,2021-07,37,TMPV,202.3,0.92,-4.39,-1.77,-3.09
2021-07-29,2021-07,38,HINDUNILVR,2332.0,-0.76,-2.78,-1.78,13.94
2021-07-29,2021-07,39,EICHERMOT,2527.95,-0.47,-3.41,-1.95,2.14
2021-07-29,2021-07,40,HEROMOTOCO,2586.1,-0.71,-3.87,-2.3,-3.81
2021-07-29,2021-07,41,M&M,732.0,-0.25,-4.34,-2.32,6.77
2021-07-29,2021-07,42,POWERGRID,122.15,-1.52,-3.26,-2.39,3.44
2021-07-29,2021-07,43,AXISBANK,717.1,-0.95,-3.93,-2.45,4.04
2021-07-29,2021-07,44,MARUTI,6999.0,-1.17,-3.74,-2.46,-5.54
2021-07-29,2021-07,45,KOTAKBANK,328.4,-1.06,-4.29,-2.69,3.59
2021-07-29,2021-07,46,ADANIPORTS,659.25,-0.94,-4.72,-2.85,9.5
2021-07-29,2021-07,47,BAJAJ-AUTO,3663.5,-1.14,-4.63,-2.9,-1.67
2021-07-29,2021-07,48,CIPLA,881.0,-1.2,-6.7,-3.99,3.29
2021-07-29,2021-07,49,DRREDDY,933.8,-2.06,-10.88,-6.57,-3.41
2021-08-26,2021-08,1,BRITANNIA,3945.4,1.74,6.61,4.15,0.12
2021-08-26,2021-08,2,BAJAJFINSV,1591.6,0.14,8.06,4.02,11.84
2021-08-26,2021-08,3,TECHM,1360.2,-0.31,8.3,3.91,-4.72
2021-08-26,2021-08,4,BAJFINANCE,696.0,0.73,7.18,3.9,10.27
2021-08-26,2021-08,5,TATACONSUM,843.5,1.46,5.87,3.64,-4.81
2021-08-26,2021-08,6,NESTLEIND,1001.5,0.55,6.33,3.4,-3.04
2021-08-26,2021-08,7,HCLTECH,1168.1,0.63,6.23,3.39,9.58
2021-08-26,2021-08,8,HINDUNILVR,2657.05,0.16,6.46,3.26,1.39
2021-08-26,2021-08,9,TCS,3660.0,0.02,5.74,2.84,3.24
2021-08-26,2021-08,10,RELIANCE,1063.8,0.68,4.1,2.38,12.5
2021-08-26,2021-08,11,HDFCLIFE,699.45,1.17,3.52,2.34,3.22
2021-08-26,2021-08,12,BPCL,206.65,1.77,2.59,2.18,-8.32
2021-08-26,2021-08,13,ADANIPORTS,721.9,0.88,3.37,2.12,2.1
2021-08-26,2021-08,14,SBILIFE,1153.65,0.2,2.54,1.36,4.85
2021-08-26,2021-08,15,HDFCBANK,776.6,-0.16,2.78,1.3,2.55
2021-08-26,2021-08,16,WIPRO,300.6,-0.41,2.89,1.23,1.05
2021-08-26,2021-08,17,ICICIBANK,697.35,0.49,1.16,0.82,0.65
2021-08-26,2021-08,18,INFY,1686.9,-0.56,2.16,0.79,-2.55
2021-08-26,2021-08,19,IOC,52.8,0.6,0.8,0.7,23.13
2021-08-26,2021-08,20,M&M,781.55,0.53,0.75,0.64,2.64
2021-08-26,2021-08,21,ONGC,104.3,0.39,0.4,0.39,24.93
2021-08-26,2021-08,22,ASIANPAINT,3040.65,-0.14,0.64,0.25,6.85
2021-08-26,2021-08,23,AXISBANK,746.05,0.59,-0.12,0.23,2.79
2021-08-26,2021-08,24,LT,1600.0,0.29,-0.31,-0.01,6.5
2021-08-26,2021-08,25,EICHERMOT,2582.0,0.54,-0.57,-0.02,8.01
2021-08-26,2021-08,26,HINDALCO,424.6,-0.04,-0.02,-0.03,14.93
2021-08-26,2021-08,27,INDUSINDBK,1005.4,0.05,-0.2,-0.08,10.55
2021-08-26,2021-08,28,CIPLA,910.0,-0.06,-0.41,-0.24,7.86
2021-08-26,2021-08,29,SHREECEM,26526.0,0.82,-1.49,-0.34,8.39
2021-08-26,2021-08,30,SUNPHARMA,760.65,-0.73,0.01,-0.36,7.51
2021-08-26,2021-08,31,TITAN,1815.0,-0.62,-0.14,-0.38,19.17
2021-08-26,2021-08,32,DIVISLAB,4835.9,-0.38,-0.44,-0.41,-0.74
2021-08-26,2021-08,33,COALINDIA,128.35,0.24,-2.02,-0.9,33.97
2021-08-26,2021-08,34,KOTAKBANK,340.2,-0.18,-1.88,-1.03,17.61
2021-08-26,2021-08,35,ULTRACEMCO,7178.0,-0.55,-1.5,-1.03,0.93
2021-08-26,2021-08,36,TATASTEEL,131.04,-0.6,-1.49,-1.05,-6.82
2021-08-26,2021-08,37,ITC,168.9,-0.56,-1.58,-1.07,15.13
2021-08-26,2021-08,38,BAJAJ-AUTO,3602.5,-0.13,-2.41,-1.28,3.84
2021-08-26,2021-08,39,POWERGRID,126.35,-0.52,-2.03,-1.28,9.7
2021-08-26,2021-08,40,TMPV,196.05,0.31,-3.04,-1.38,17.19
2021-08-26,2021-08,41,NTPC,112.6,-0.6,-2.98,-1.8,25.93
2021-08-26,2021-08,42,GRASIM,1435.75,-0.3,-3.37,-1.85,15.85
2021-08-26,2021-08,43,SBIN,410.35,-0.83,-2.85,-1.85,10.44
2021-08-26,2021-08,44,HEROMOTOCO,2487.6,-0.66,-3.87,-2.28,7.2
2021-08-26,2021-08,45,DRREDDY,902.0,-0.36,-4.52,-2.46,8.34
2021-08-26,2021-08,46,BHARTIARTL,574.6,-2.7,-2.52,-2.61,19.74
2021-08-26,2021-08,47,MARUTI,6611.0,-1.02,-4.64,-2.85,10.73
2021-08-26,2021-08,48,UPL,691.8,-0.48,-5.24,-2.89,-1.8
2021-08-26,2021-08,49,JSWSTEEL,671.75,-1.31,-6.0,-3.68,-0.56
2021-09-30,2021-09,1,NTPC,141.8,1.85,13.01,7.28,-3.1
2021-09-30,2021-09,2,COALINDIA,171.95,0.33,13.75,6.83,-9.51
2021-09-30,2021-09,3,ONGC,130.3,0.47,9.13,4.71,4.6
2021-09-30,2021-09,4,IOC,65.01,-0.14,8.59,4.13,3.65
2021-09-30,2021-09,5,TMPV,229.75,0.56,6.65,3.56,44.37
2021-09-30,2021-09,6,SUNPHARMA,817.8,1.04,4.83,2.92,-1.32
2021-09-30,2021-09,7,POWERGRID,138.6,0.03,5.68,2.82,-1.7
2021-09-30,2021-09,8,TITAN,2162.95,0.55,4.74,2.62,10.59
2021-09-30,2021-09,9,GRASIM,1663.25,-0.12,4.77,2.3,1.92
2021-09-30,2021-09,10,BAJAJFINSV,1780.1,0.97,3.54,2.25,0.81
2021-09-30,2021-09,11,HINDALCO,488.0,-0.27,3.85,1.77,-4.35
2021-09-30,2021-09,12,MARUTI,7320.05,-0.44,3.96,1.74,0.61
2021-09-30,2021-09,13,BAJFINANCE,767.5,0.91,2.42,1.66,-2.8
2021-09-30,2021-09,14,RELIANCE,1196.75,-0.37,3.65,1.62,3.46
2021-09-30,2021-09,15,M&M,802.15,-0.66,3.47,1.38,9.83
2021-09-30,2021-09,16,CIPLA,981.5,-0.01,2.39,1.18,-9.33
2021-09-30,2021-09,17,SBIN,453.2,-0.2,2.54,1.16,10.98
2021-09-30,2021-09,18,ITC,194.45,-0.81,3.08,1.12,-4.55
2021-09-30,2021-09,19,HCLTECH,1280.0,0.1,1.98,1.04,-9.77
2021-09-30,2021-09,20,KOTAKBANK,400.1,-1.04,3.06,0.99,4.97
2021-09-30,2021-09,21,SBILIFE,1209.6,0.31,1.17,0.74,-2.95
2021-09-30,2021-09,22,HDFCBANK,796.4,-0.27,1.21,0.47,-0.03
2021-09-30,2021-09,23,DRREDDY,977.2,-0.26,0.96,0.35,-6.33
2021-09-30,2021-09,24,INDUSINDBK,1111.5,-1.12,1.65,0.26,5.34
2021-09-30,2021-09,25,BAJAJ-AUTO,3741.0,-0.51,0.73,0.11,-3.39
2021-09-30,2021-09,26,TCS,3778.7,0.08,-0.43,-0.18,-9.41
2021-09-30,2021-09,27,BHARTIARTL,688.0,-1.36,0.35,-0.51,0.38
2021-09-30,2021-09,28,LT,1704.0,-0.9,-0.16,-0.53,6.63
2021-09-30,2021-09,29,HDFCLIFE,722.0,-0.65,-0.63,-0.64,-5.13
2021-09-30,2021-09,30,HINDUNILVR,2694.0,-0.29,-1.15,-0.72,-11.32
2021-09-30,2021-09,31,HEROMOTOCO,2666.6,-1.03,-0.43,-0.73,-6.07
2021-09-30,2021-09,32,ADANIPORTS,737.05,-0.76,-0.83,-0.8,-6.24
2021-09-30,2021-09,33,JSWSTEEL,668.0,-0.44,-1.29,-0.87,-0.07
2021-09-30,2021-09,34,BRITANNIA,3950.0,-0.49,-1.35,-0.92,-6.86
2021-09-30,2021-09,35,INFY,1643.9,-0.47,-1.41,-0.94,1.57
2021-09-30,2021-09,36,NESTLEIND,971.1,-0.42,-1.75,-1.09,-2.64
2021-09-30,2021-09,37,EICHERMOT,2788.85,-1.32,-0.87,-1.1,-9.29
2021-09-30,2021-09,38,ICICIBANK,701.9,-0.86,-1.51,-1.19,14.08
2021-09-30,2021-09,39,ASIANPAINT,3249.0,-1.37,-1.62,-1.5,-3.82
2021-09-30,2021-09,40,BPCL,189.45,-0.15,-2.88,-1.52,-2.59
2021-09-30,2021-09,41,WIPRO,303.75,-0.66,-2.74,-1.71,3.41
2021-09-30,2021-09,42,SHREECEM,28752.0,-1.23,-2.38,-1.81,-1.75
2021-09-30,2021-09,43,ULTRACEMCO,7245.0,-0.68,-3.1,-1.9,0.66
2021-09-30,2021-09,44,UPL,679.35,-0.77,-3.3,-2.04,3.36
2021-09-30,2021-09,45,AXISBANK,766.9,-1.64,-2.56,-2.1,-0.96
2021-09-30,2021-09,46,DIVISLAB,4800.0,-0.33,-4.22,-2.29,6.71
2021-09-30,2021-09,47,TATACONSUM,802.9,-0.85,-3.7,-2.29,-0.55
2021-09-30,2021-09,48,TATASTEEL,122.1,-0.44,-4.3,-2.39,1.08
2021-09-30,2021-09,49,TECHM,1296.0,-1.03,-3.86,-2.46,11.16
2021-10-28,2021-10,1,TMPV,331.7,-1.99,8.05,2.91,2.64
2021-10-28,2021-10,2,ICICIBANK,800.7,-2.28,5.49,1.53,-6.01
2021-10-28,2021-10,3,LT,1817.0,-0.08,2.72,1.31,1.81
2021-10-28,2021-10,4,ULTRACEMCO,7293.0,0.6,1.27,0.93,2.21
2021-10-28,2021-10,5,TECHM,1440.6,-1.41,3.08,0.81,1.68
2021-10-28,2021-10,6,SBIN,502.95,-1.76,3.29,0.73,-2.18
2021-10-28,2021-10,7,UPL,702.2,0.32,0.7,0.51,-0.55
2021-10-28,2021-10,8,SHREECEM,28250.0,0.35,0.35,0.35,-5.71
2021-10-28,2021-10,9,INDUSINDBK,1170.8,-0.58,0.74,0.08,-18.12
2021-10-28,2021-10,10,TITAN,2391.9,-0.84,1.01,0.08,0.26
2021-10-28,2021-10,11,ASIANPAINT,3125.0,1.21,-1.1,0.05,0.54
2021-10-28,2021-10,12,M&M,881.0,-0.88,0.81,-0.04,1.09
2021-10-28,2021-10,13,GRASIM,1695.25,-1.08,0.97,-0.06,3.91
2021-10-28,2021-10,14,DIVISLAB,5122.0,-0.36,0.03,-0.17,-6.38
2021-10-28,2021-10,15,MARUTI,7365.0,-0.25,-0.12,-0.19,2.79
2021-10-28,2021-10,16,KOTAKBANK,420.0,-2.4,1.8,-0.32,-3.33
2021-10-28,2021-10,17,SBILIFE,1173.9,-0.03,-0.91,-0.47,-1.18
2021-10-28,2021-10,18,IOC,67.38,-0.84,-0.18,-0.51,-2.6
2021-10-28,2021-10,19,BHARTIARTL,690.6,-0.89,-0.15,-0.52,10.77
2021-10-28,2021-10,20,BAJAJFINSV,1794.5,-0.62,-0.68,-0.65,-3.26
2021-10-28,2021-10,21,RELIANCE,1238.2,-0.87,-0.47,-0.67,-3.81
2021-10-28,2021-10,22,INFY,1669.7,-0.38,-1.0,-0.69,0.98
2021-10-28,2021-10,23,TATACONSUM,798.5,-0.44,-1.56,-1.0,0.15
2021-10-28,2021-10,24,NESTLEIND,945.5,-0.5,-1.66,-1.08,1.48
2021-10-28,2021-10,25,SUNPHARMA,807.0,-1.22,-0.93,-1.08,-3.06
2021-10-28,2021-10,26,HDFCLIFE,684.95,-0.52,-2.64,-1.59,0.59
2021-10-28,2021-10,27,WIPRO,314.1,-1.11,-2.19,-1.65,-3.15
2021-10-28,2021-10,28,TATASTEEL,123.42,-1.14,-2.24,-1.69,-10.06
2021-10-28,2021-10,29,JSWSTEEL,667.55,-1.63,-1.77,-1.7,1.72
2021-10-28,2021-10,30,BRITANNIA,3679.0,-0.29,-3.24,-1.78,-2.69
2021-10-28,2021-10,31,BAJFINANCE,746.0,-0.95,-2.81,-1.88,-4.29
2021-10-28,2021-10,32,POWERGRID,136.25,-1.33,-2.48,-1.91,10.17
2021-10-28,2021-10,33,HDFCBANK,796.2,-2.19,-2.63,-2.41,-4.3
2021-10-28,2021-10,34,ONGC,136.3,-2.42,-2.39,-2.41,2.9
2021-10-28,2021-10,35,BAJAJ-AUTO,3614.0,-1.66,-3.17,-2.42,-8.44
2021-10-28,2021-10,36,CIPLA,889.95,-2.06,-2.99,-2.53,1.4
2021-10-28,2021-10,37,NTPC,137.4,-2.2,-2.86,-2.53,-1.46
2021-10-28,2021-10,38,DRREDDY,915.3,-1.13,-4.05,-2.6,0.51
2021-10-28,2021-10,39,HEROMOTOCO,2504.85,-0.88,-4.57,-2.74,-2.95
2021-10-28,2021-10,40,HINDALCO,466.75,-1.57,-4.38,-2.99,-4.09
2021-10-28,2021-10,41,BPCL,184.55,-1.28,-4.94,-3.13,-4.99
2021-10-28,2021-10,42,HCLTECH,1155.0,-0.84,-5.52,-3.21,-2.54
2021-10-28,2021-10,43,TCS,3423.0,-1.25,-5.37,-3.33,0.79
2021-10-28,2021-10,44,HINDUNILVR,2389.0,-0.32,-6.42,-3.42,-1.7
2021-10-28,2021-10,45,EICHERMOT,2529.9,-1.17,-6.34,-3.79,-0.19
2021-10-28,2021-10,46,COALINDIA,155.6,-1.93,-6.07,-4.02,-5.01
2021-10-28,2021-10,47,AXISBANK,759.5,-3.25,-4.96,-4.11,-10.49
2021-10-28,2021-10,48,ITC,185.6,-2.82,-5.44,-4.14,2.99
2021-10-28,2021-10,49,ADANIPORTS,691.05,-3.57,-8.21,-5.92,10.56
2021-11-25,2021-11,1,POWERGRID,150.1,0.92,6.57,3.71,-0.37
2021-11-25,2021-11,2,BHARTIARTL,765.0,0.55,5.15,2.82,-10.72
2021-11-25,2021-11,3,ADANIPORTS,764.0,0.83,3.3,2.06,-5.1
2021-11-25,2021-11,4,RELIANCE,1191.0,2.73,0.04,1.38,-5.36
2021-11-25,2021-11,5,ONGC,140.25,1.42,0.88,1.15,-9.2
2021-11-25,2021-11,6,TECHM,1464.8,0.37,0.92,0.64,15.77
2021-11-25,2021-11,7,TMPV,340.45,0.44,0.79,0.61,-4.52
2021-11-25,2021-11,8,JSWSTEEL,679.0,-0.27,0.92,0.32,-4.93
2021-11-25,2021-11,9,NESTLEIND,959.5,0.37,0.19,0.28,0.89
2021-11-25,2021-11,10,ITC,191.15,0.83,-0.47,0.18,-6.62
2021-11-25,2021-11,11,NTPC,135.4,0.96,-0.75,0.1,-6.61
2021-11-25,2021-11,12,GRASIM,1761.5,0.38,-0.42,-0.02,-9.89
2021-11-25,2021-11,13,KOTAKBANK,406.0,0.6,-0.67,-0.04,-13.15
2021-11-25,2021-11,14,CIPLA,902.45,0.44,-0.67,-0.12,5.58
2021-11-25,2021-11,15,DIVISLAB,4795.0,1.18,-1.93,-0.39,-3.4
2021-11-25,2021-11,16,INFY,1686.0,0.15,-0.95,-0.4,10.13
2021-11-25,2021-11,17,SBILIFE,1160.0,-0.1,-0.84,-0.47,2.89
2021-11-25,2021-11,18,ASIANPAINT,3141.85,-0.51,-0.65,-0.58,7.2
2021-11-25,2021-11,19,TITAN,2398.0,0.38,-1.58,-0.6,1.96
2021-11-25,2021-11,20,M&M,890.6,-0.33,-1.17,-0.75,-6.8
2021-11-25,2021-11,21,TATACONSUM,799.7,0.23,-1.75,-0.76,-9.95
2021-11-25,2021-11,22,SUNPHARMA,782.3,0.13,-1.66,-0.77,6.59
2021-11-25,2021-11,23,UPL,698.35,0.03,-1.56,-0.77,3.11
2021-11-25,2021-11,24,ULTRACEMCO,7454.0,-0.06,-1.54,-0.8,-2.67
2021-11-25,2021-11,25,SBIN,492.0,-0.21,-1.53,-0.87,-7.92
2021-11-25,2021-11,26,LT,1849.95,-0.65,-1.23,-0.94,2.01
2021-11-25,2021-11,27,TCS,3450.0,-0.22,-1.66,-0.94,8.32
2021-11-25,2021-11,28,ICICIBANK,752.6,-0.17,-1.72,-0.95,-2.21
2021-11-25,2021-11,29,HDFCLIFE,689.0,-0.4,-1.51,-0.96,-6.89
2021-11-25,2021-11,30,HDFCBANK,762.0,0.13,-2.34,-1.11,-4.0
2021-11-25,2021-11,31,COALINDIA,147.8,0.56,-2.99,-1.23,-8.02
2021-11-25,2021-11,32,MARUTI,7570.5,-1.18,-1.42,-1.3,-3.93
2021-11-25,2021-11,33,BAJAJFINSV,1736.0,-0.18,-2.46,-1.33,-6.61
2021-11-25,2021-11,34,HCLTECH,1125.7,0.12,-2.79,-1.35,16.99
2021-11-25,2021-11,35,HINDALCO,447.65,-0.21,-2.52,-1.37,0.96
2021-11-25,2021-11,36,WIPRO,304.2,-0.36,-2.57,-1.47,12.51
2021-11-25,2021-11,37,BRITANNIA,3580.0,-0.69,-2.41,-1.55,0.17
2021-11-25,2021-11,38,DRREDDY,919.95,-0.63,-2.58,-1.61,6.51
2021-11-25,2021-11,39,HINDUNILVR,2348.35,-0.57,-3.03,-1.81,-0.87
2021-11-25,2021-11,40,IOC,65.63,-0.16,-3.47,-1.83,-14.92
2021-11-25,2021-11,41,BAJFINANCE,714.0,-0.28,-3.78,-2.05,-3.78
2021-11-25,2021-11,42,BPCL,175.35,-0.11,-4.18,-2.17,-6.07
2021-11-25,2021-11,43,EICHERMOT,2525.0,-0.51,-3.98,-2.26,0.89
2021-11-25,2021-11,44,SHREECEM,26638.0,-0.16,-4.43,-2.32,-0.71
2021-11-25,2021-11,45,HEROMOTOCO,2431.0,-0.84,-3.8,-2.33,-6.58
2021-11-25,2021-11,46,BAJAJ-AUTO,3309.0,-0.53,-6.07,-3.34,-5.65
2021-11-25,2021-11,47,TATASTEEL,111.01,-0.77,-6.43,-3.64,-6.16
2021-11-25,2021-11,48,AXISBANK,679.8,-0.58,-6.72,-3.7,-1.25
2021-11-25,2021-11,49,INDUSINDBK,958.6,-1.16,-8.94,-5.13,-7.36
2021-12-30,2021-12,1,HCLTECH,1317.0,0.98,8.09,4.47,-18.03
2021-12-30,2021-12,2,TECHM,1695.8,-0.31,7.17,3.36,-19.91
2021-12-30,2021-12,3,WIPRO,342.25,0.75,5.75,3.22,-23.86
2021-12-30,2021-12,4,SUNPHARMA,833.85,0.47,5.56,2.98,-2.84
2021-12-30,2021-12,5,CIPLA,952.8,1.1,4.47,2.77,-2.76
2021-12-30,2021-12,6,DRREDDY,979.8,0.94,4.59,2.75,-13.17
2021-12-30,2021-12,7,TITAN,2445.0,1.46,3.7,2.57,-5.4
2021-12-30,2021-12,8,INFY,1856.8,0.25,4.46,2.33,-11.07
2021-12-30,2021-12,9,TCS,3737.0,0.51,2.86,1.68,-2.26
2021-12-30,2021-12,10,SBILIFE,1193.5,0.28,2.78,1.52,1.49
