cycle_id,symbol,start,end,status,n_puts,n_calls,assigned,called_away,premium,option_pnl,stock_pnl,costs,max_margin_lev,max_margin_unlev,put_strike,assign_fsp,assign_date,first_call_spot,min_spot_while_held,shares_assigned,shares_ca_delta,shares_called_away,shares_sold,max_uncovered_at_call,residual_after_call_away,n_call_topups,option_pnl_t,stock_pnl_t,costs_t,total_pnl,sector,duration_days,assignment_gap_pct,drawdown_while_held_pct
11,TATAMOTORS,2020-01-01,2020-01-30,put_expired_otm,1,0,False,False,111941.04,111941.04,0.0,145.74782402719998,902226.0,4511130.0,175.0,0.0,,,,0,0,0,0,0,0,0,111941.04,0.0,145.74782402719998,111795.29217597279,Automobile,29,,
12,ICICIBANK,2020-01-01,2020-01-30,put_expired_otm,1,0,False,False,37537.5,37537.5,0.0,64.56016924999999,981365.0,4906825.0,510.0,0.0,,,,0,0,0,0,0,0,0,37537.5,0.0,64.56016924999999,37472.93983075,Financial Services,29,,
13,WIPRO,2020-01-01,2020-01-30,put_expired_otm,1,0,False,False,8000.0,8000.0,0.0,32.32944,294336.0,1471680.0,230.0,0.0,,,,0,0,0,0,0,0,0,8000.0,0.0,32.32944,7967.67056,Information Technology,29,,
14,BAJFINANCE,2020-02-04,2020-02-27,put_expired_otm,1,0,False,False,14673.8,14673.8,0.0,39.611757084,819910.0,4099550.0,4100.0,0.0,,,,0,0,0,0,0,0,0,14673.8,0.0,39.611757084,14634.188242916,Financial Services,23,,
15,LT,2020-02-04,2021-01-01,residual_after_call_away,1,3,True,True,115310.45999999999,-143957.04000000004,428625.67500000005,36431.1957550539,922111.5,4610557.5,1220.0,1210.35,2020-02-27,1187.55,707.9,3750,0,3300,450,2650,450,1,-143957.04000000004,428625.67500000005,36431.1957550539,248237.4392449461,Capital Goods,332,-0.007909836065573828,-0.4151278555789647
16,HCLTECH,2020-02-04,2020-02-27,put_expired_otm,1,0,False,False,12600.0,12600.0,0.0,37.348868,461958.0,2309790.0,550.0,0.0,,,,0,0,0,0,0,0,0,12600.0,0.0,37.348868,12562.651132,Information Technology,23,,
17,BAJAJ-AUTO,2020-02-04,2020-11-26,completed,1,7,True,True,440431.875,151531.87500000012,468899.9999999999,38321.890783956245,923550.0,4617750.0,3100.0,2936.6,2020-02-27,2890.0,1935.55,1500,0,1500,0,250,0,1,151531.87500000012,468899.9999999999,38321.890783956245,582109.9842160437,Automobile,296,-0.05270967741935484,-0.34088742082680645
18,INFY,2020-02-04,2020-02-27,put_expired_otm,1,0,False,False,9300.0,9300.0,0.0,33.747974,863940.0,4319700.0,720.0,0.0,,,,0,0,0,0,0,0,0,9300.0,0.0,33.747974,9266.252026,Information Technology,23,,
19,TECHM,2020-02-04,2020-02-27,put_expired_otm,1,0,False,False,2760.0,2760.0,0.0,26.611656799999995,179988.0,899940.0,750.0,0.0,,,,0,0,0,0,0,0,0,2760.0,0.0,26.611656799999995,2733.3883432,Information Technology,23,,
20,INFY,2020-03-27,2020-04-30,put_expired_otm,1,0,False,False,111618.0,111618.0,0.0,145.39532924,431892.0,2159460.0,600.0,0.0,,,,0,0,0,0,0,0,0,111618.0,0.0,145.39532924,111472.60467076,Information Technology,34,,
21,VEDL,2020-05-04,2020-05-28,put_expired_otm,1,0,False,False,399260.39999999997,399260.39999999997,0.0,459.26496327199993,712740.0,3563700.0,85.0,0.0,,,,0,0,0,0,0,0,0,399260.39999999997,0.0,459.26496327199993,398801.13503672794,Metals & Mining,24,,
22,EICHERMOT,2020-05-29,2020-06-25,put_expired_otm,1,0,False,False,97554.6,97554.6,0.0,130.04962842799998,719925.6,3599628.0,15000.0,0.0,,,,0,0,0,0,0,0,0,97554.6,0.0,130.04962842799998,97424.55037157201,Automobile,27,,
23,GRASIM,2020-05-29,2020-06-25,put_expired_otm,1,0,False,False,19085.7,19085.7,0.0,44.425934126,161910.0,809550.0,540.0,0.0,,,,0,0,0,0,0,0,0,19085.7,0.0,44.425934126,19041.274065874,Construction Materials,27,,
24,ITC,2020-06-29,2020-07-30,put_expired_otm,1,0,False,False,96096.0,96096.0,0.0,128.40133664,822304.0,4111520.0,185.0,0.0,,,,0,0,0,0,0,0,0,96096.0,0.0,128.40133664,95967.59866336,FMCG,31,,
25,HEROMOTOCO,2020-06-29,2020-07-30,put_expired_otm,1,0,False,False,50397.72,50397.72,0.0,78.5632494548,287964.0,1439820.0,2400.0,0.0,,,,0,0,0,0,0,0,0,50397.72,0.0,78.5632494548,50319.156750545204,Automobile,31,,
26,INFY,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,49666.32,49666.32,0.0,77.7655919288,655056.0,3275280.0,910.0,0.0,,,,0,0,0,0,0,0,0,49666.32,0.0,77.7655919288,49588.5544080712,Information Technology,27,,
27,SUNPHARMA,2020-07-31,2020-08-27,put_expired_otm,1,0,False,False,52211.6,52211.6,0.0,80.541448844,671790.0,3358950.0,480.0,0.0,,,,0,0,0,0,0,0,0,52211.6,0.0,80.541448844,52131.058551156,Healthcare,27,,
28,TATAMOTORS,2020-09-01,2020-11-26,completed,1,2,True,True,523795.8,-785779.2000000001,1452075.0,35997.234342772004,800565.0,4002825.0,135.0,122.8,2020-09-24,132.85,126.95,28500,0,28500,0,0,0,0,-785779.2000000001,1452075.0,35997.234342772004,630298.5656572279,Automobile,86,-0.09037037037037043,0.033794788273615595
29,SBIN,2020-09-01,2020-11-26,completed,1,2,True,True,269614.80000000005,-1181485.1999999997,1451099.9999999998,37965.775830232,841470.0,4207350.0,200.0,176.35,2020-09-24,182.2,182.2,21000,0,21000,0,0,0,0,-1181485.1999999997,1451099.9999999998,37965.775830232,231649.02416976797,Financial Services,86,-0.11825000000000008,0.033172667989793014
30,TATASTEEL,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,86603.95000000001,86603.95000000001,0.0,118.04940183050002,917915.0,4589575.0,540.0,0.0,,,,0,0,0,0,0,0,0,86603.95000000001,0.0,118.04940183050002,86485.90059816951,Metals & Mining,30,,
31,BAJFINANCE,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,132892.5,132892.5,0.0,168.53123157500002,919950.0,4599750.0,4600.0,0.0,,,,0,0,0,0,0,0,0,132892.5,0.0,168.53123157500002,132723.968768425,Financial Services,30,,
32,JSWSTEEL,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,75026.25,75026.25,0.0,105.42287798750002,890865.0,4454325.0,330.0,0.0,,,,0,0,0,0,0,0,0,75026.25,0.0,105.42287798750002,74920.8271220125,Metals & Mining,30,,
33,TATAMOTORS,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,193121.7,193121.7,0.0,234.21659480300002,968430.0,4842150.0,170.0,0.0,,,,0,0,0,0,0,0,0,193121.7,0.0,234.21659480300002,192887.483405197,Automobile,30,,
34,ADANIPORTS,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,70077.5,70077.5,0.0,100.025820725,974875.0,4874375.0,390.0,0.0,,,,0,0,0,0,0,0,0,70077.5,0.0,100.025820725,69977.474179275,Services,30,,
35,M&M,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,77805.0,77805.0,0.0,108.45335495,951440.0,4757200.0,680.0,0.0,,,,0,0,0,0,0,0,0,77805.0,0.0,108.45335495,77696.54664505,Automobile,30,,
36,KOTAKBANK,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,119437.36,119437.36,0.0,153.85719044240003,1007944.0,5039720.0,1800.0,0.0,,,,0,0,0,0,0,0,0,119437.36,0.0,153.85719044240003,119283.5028095576,Financial Services,30,,
37,SBIN,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,94185.0,94185.0,0.0,126.31721915000001,965790.0,4828950.0,230.0,0.0,,,,0,0,0,0,0,0,0,94185.0,0.0,126.31721915000001,94058.68278085,Financial Services,30,,
38,POWERGRID,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,57399.99999999999,57399.99999999999,0.0,86.19986599999999,1007720.0,5038600.0,180.0,0.0,,,,0,0,0,0,0,0,0,57399.99999999999,0.0,86.19986599999999,57313.80013399999,Power,30,,
39,HDFCBANK,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,51641.04,51641.04,0.0,79.9192018136,897501.0,4487505.0,1360.0,0.0,,,,0,0,0,0,0,0,0,51641.04,0.0,79.9192018136,51561.1207981864,Financial Services,30,,
40,ITC,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,39680.0,39680.0,0.0,66.8746112,934144.0,4670720.0,182.5,0.0,,,,0,0,0,0,0,0,0,39680.0,0.0,66.8746112,39613.1253888,FMCG,30,,
41,AXISBANK,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,110155.92,110155.92,0.0,143.73494479279998,957432.0,4787160.0,570.0,0.0,,,,0,0,0,0,0,0,0,110155.92,0.0,143.73494479279998,110012.1850552072,Financial Services,30,,
42,DIVISLAB,2020-12-01,2020-12-31,put_expired_otm,1,0,False,False,32672.28,32672.28,0.0,59.2320618452,407934.0,2039670.0,3400.0,0.0,,,,0,0,0,0,0,0,0,32672.28,0.0,59.2320618452,32613.0479381548,Healthcare,30,,
43,ASIANPAINT,2021-01-01,2021-04-29,completed,1,3,True,True,252252.21,-108317.78999999957,360569.9999999996,44468.0387450379,1089669.0,5448345.0,2600.0,2441.75,2021-01-28,2407.35,2277.2,2100,0,2100,0,0,0,0,-108317.78999999957,360569.9999999996,44468.038745037906,207784.17125496213,Consumer Durables,118,-0.0608653846153846,-0.06739019146104241
44,TATASTEEL,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,108152.3,108152.3,0.0,145.378408277,1035555.0,5177775.0,610.0,0.0,,,,0,0,0,0,0,0,0,108152.3,0.0,145.378408277,108006.921591723,Metals & Mining,27,,
45,INFY,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,85644.0,85644.0,0.0,120.03428756000001,1132608.0,5663040.0,1180.0,0.0,,,,0,0,0,0,0,0,0,85644.0,0.0,120.03428756000001,85523.96571244,Information Technology,27,,
46,ICICIBANK,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,79365.0,79365.0,0.0,112.96419635,1099230.0,5496150.0,500.0,0.0,,,,0,0,0,0,0,0,0,79365.0,0.0,112.96419635,79252.03580365,Financial Services,27,,
47,BAJFINANCE,2021-01-01,2021-02-25,completed,1,1,True,True,215670.0,-403929.9999999994,719599.9999999994,42654.8974338,1023280.0,5116400.0,5000.0,4810.35,2021-01-28,4734.55,4734.55,1000,0,1000,0,0,0,0,-403929.9999999994,719599.9999999994,42654.8974338,273015.10256619996,Financial Services,55,-0.03792999999999991,-0.015757689149438203
48,GAIL,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,112239.99999999999,112239.99999999999,0.0,149.98111759999998,1121912.0,5609560.0,115.0,0.0,,,,0,0,0,0,0,0,0,112239.99999999999,0.0,149.98111759999998,112090.01888239999,Oil Gas & Consumable Fuels,27,,
49,TECHM,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,90090.0,90090.0,0.0,125.0404391,1103520.0,5517600.0,920.0,0.0,,,,0,0,0,0,0,0,0,90090.0,0.0,125.0404391,89964.9595609,Information Technology,27,,
50,DIVISLAB,2021-01-01,2021-03-31,fo_exit,1,2,True,False,353193.96,114703.96000000012,267874.0400000007,26429.5560678724,1003590.0,5017950.0,3600.0,3429.65,2021-01-28,3463.6,3272.9,1400,0,0,1400,0,0,0,114703.96000000012,267874.0400000007,26429.556067872403,356148.4439321284,Healthcare,89,-0.04731944444444447,-0.045704372166256
51,SUNPHARMA,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,102715.76,102715.76,0.0,139.2569186024,1095444.0,5477220.0,560.0,0.0,,,,0,0,0,0,0,0,0,102715.76,0.0,139.2569186024,102576.50308139759,Healthcare,27,,
52,ULTRACEMCO,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,80632.5,80632.5,0.0,114.39138867500002,999740.0,4998700.0,5000.0,0.0,,,,0,0,0,0,0,0,0,80632.5,0.0,114.39138867500002,80518.108611325,Construction Materials,27,,
53,SBILIFE,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,56562.45,56562.45,0.0,87.2887530755,881685.0,4408425.0,840.0,0.0,,,,0,0,0,0,0,0,0,56562.45,0.0,87.2887530755,56475.161246924494,Financial Services,27,,
54,UPL,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,103808.25,103808.25,0.0,140.48705141749997,1029249.0,5146245.0,440.0,0.0,,,,0,0,0,0,0,0,0,103808.25,0.0,140.48705141749997,103667.7629485825,Chemicals,27,,
55,HDFCLIFE,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,77649.44,77649.44,0.0,111.03249294559998,1126224.0,5631120.0,640.0,0.0,,,,0,0,0,0,0,0,0,77649.44,0.0,111.03249294559998,77538.4075070544,Financial Services,27,,
56,TATAMOTORS,2021-01-01,2021-01-28,put_expired_otm,1,0,False,False,120874.2,120874.2,0.0,159.703140458,968715.0,4843575.0,170.0,0.0,,,,0,0,0,0,0,0,0,120874.2,0.0,159.703140458,120714.49685954199,Automobile,27,,
57,BAJAJ-AUTO,2021-02-02,2021-02-25,put_expired_otm,1,0,False,False,57951.49999999999,57951.49999999999,0.0,88.852809485,971950.0,4859750.0,3900.0,0.0,,,,0,0,0,0,0,0,0,57951.49999999999,0.0,88.852809485,57862.647190514996,Automobile,23,,
58,TATAMOTORS,2021-02-02,2021-02-25,put_expired_otm,1,0,False,False,72524.52,72524.52,0.0,105.26188427480001,906129.0,4530645.0,265.0,0.0,,,,0,0,0,0,0,0,0,72524.52,0.0,105.26188427480001,72419.2581157252,Automobile,23,,
59,UPL,2021-02-02,2021-02-25,put_expired_otm,1,0,False,False,66416.48,66416.48,0.0,98.38429231519999,1039584.0,5197920.0,500.0,0.0,,,,0,0,0,0,0,0,0,66416.48,0.0,98.38429231519999,66318.0957076848,Chemicals,23,,
60,AXISBANK,2021-02-02,2021-02-25,put_expired_otm,1,0,False,False,66105.0,66105.0,0.0,98.03356894999999,803940.0,4019700.0,670.0,0.0,,,,0,0,0,0,0,0,0,66105.0,0.0,98.03356894999999,66006.96643105,Financial Services,23,,
61,ADANIPORTS,2021-03-02,2021-03-25,put_expired_otm,1,0,False,False,85191.0,85191.0,0.0,119.52421409,974550.0,4872750.0,650.0,0.0,,,,0,0,0,0,0,0,0,85191.0,0.0,119.52421409,85071.47578591,Services,23,,
62,BPCL,2021-03-02,2021-05-27,completed,1,2,True,True,377676.0,-110484.00000000051,704160.0000000005,52521.568786244796,1276992.0,6384960.0,430.0,418.95,2021-03-25,424.2,403.95,14400,0,14400,0,0,0,0,-110484.00000000051,704160.0000000005,52521.568786244796,541154.4312137552,Oil Gas & Consumable Fuels,86,-0.02569767441860471,-0.03580379520229149
63,UPL,2021-03-02,2021-03-25,put_expired_otm,1,0,False,False,174408.0,174408.0,0.0,219.98166392000002,1163968.0,5819840.0,560.0,0.0,,,,0,0,0,0,0,0,0,174408.0,0.0,219.98166392000002,174188.01833608,Chemicals,23,,
64,GAIL,2021-03-02,2021-04-01,universe_removal_sale,1,1,True,False,302580.74,-357399.0,515812.7975000001,30533.745857709073,1144360.0,5721800.0,135.0,128.0,2021-03-25,131.8,131.8,42700,0,0,42700,0,0,0,-357399.0,515812.7975000001,30533.745857709073,127880.05164229102,Oil Gas & Consumable Fuels,30,-0.051851851851851816,0.02968750000000009
65,NTPC,2021-03-02,2021-03-25,put_expired_otm,1,0,False,False,63839.99999999999,63839.99999999999,0.0,95.4832016,937536.0,4687680.0,103.0,0.0,,,,0,0,0,0,0,0,0,63839.99999999999,0.0,95.4832016,63744.51679839999,Power,23,,
66,TATAMOTORS,2021-03-02,2021-09-30,completed,1,6,True,True,1042031.25,224651.24999999988,817380.0000000002,45614.326471111795,1150488.0,5752440.0,310.0,285.55,2021-03-25,296.4,276.95,17100,0,17100,0,0,0,0,224651.24999999988,817380.0000000002,45614.3264711118,996416.9235288883,Automobile,212,-0.07887096774193547,-0.030117317457538206
67,TATASTEEL,2021-03-02,2021-03-25,put_expired_otm,1,0,False,False,119754.8,119754.8,0.0,158.442707252,1171895.0,5859475.0,690.0,0.0,,,,0,0,0,0,0,0,0,119754.8,0.0,158.442707252,119596.357292748,Metals & Mining,23,,
68,RELIANCE,2021-03-02,2021-03-25,put_expired_otm,1,0,False,False,72247.5,72247.5,0.0,104.94996252499999,1187640.0,5938200.0,1980.0,0.0,,,,0,0,0,0,0,0,0,72247.5,0.0,104.94996252499999,72142.550037475,Oil Gas & Consumable Fuels,23,,
69,IOC,2021-03-02,2021-03-31,fo_exit,1,0,True,False,9425.0,-17224.999999999964,5876.4874999999465,3203.03807218375,123110.0,615550.0,95.0,90.9,2021-03-25,,90.9,6500,0,0,6500,0,0,0,-17224.999999999964,5876.4874999999465,3203.03807218375,-14551.550572183769,Oil Gas & Consumable Fuels,29,-0.04315789473684206,0.0
70,JSWSTEEL,2021-05-04,2021-05-27,put_expired_otm,1,0,False,False,203163.66,203163.66,0.0,252.4801160828,1280191.5,6400957.5,680.0,0.0,,,,0,0,0,0,0,0,0,203163.66,0.0,252.4801160828,202911.1798839172,Metals & Mining,23,,
71,TATASTEEL,2021-05-04,2021-05-27,put_expired_otm,1,0,False,False,179548.39,179548.39,0.0,225.8756252062,1201126.5,6005632.5,1010.0,0.0,,,,0,0,0,0,0,0,0,179548.39,0.0,225.8756252062,179322.51437479383,Metals & Mining,23,,
72,BAJFINANCE,2021-05-04,2021-05-27,put_expired_otm,1,0,False,False,89998.65000000001,89998.65000000001,0.0,124.990679117,1169595.0,5847975.0,5200.0,0.0,,,,0,0,0,0,0,0,0,89998.65000000001,0.0,124.990679117,89873.659320883,Financial Services,23,,
73,ICICIBANK,2021-05-04,2021-05-27,put_expired_otm,1,0,False,False,86872.5,86872.5,0.0,121.46882105,1231780.0,6158900.0,560.0,0.0,,,,0,0,0,0,0,0,0,86872.5,0.0,121.46882105,86751.03117895,Financial Services,23,,
74,WIPRO,2021-05-04,2021-05-27,put_expired_otm,1,0,False,False,85488.64,85488.64,0.0,119.90979205119999,1177472.0,5887360.0,460.0,0.0,,,,0,0,0,0,0,0,0,85488.64,0.0,119.90979205119999,85368.7302079488,Information Technology,23,,
75,HINDALCO,2021-05-04,2021-05-27,put_expired_otm,1,0,False,False,217170.64,217170.64,0.0,268.2600996112,1203484.0,6017420.0,350.0,0.0,,,,0,0,0,0,0,0,0,217170.64,0.0,268.2600996112,216902.37990038883,Metals & Mining,23,,
76,AXISBANK,2021-05-04,2021-05-27,put_expired_otm,1,0,False,False,98280.0,98280.0,0.0,134.3202824,1267008.0,6335040.0,660.0,0.0,,,,0,0,0,0,0,0,0,98280.0,0.0,134.3202824,98145.6797176,Financial Services,23,,
77,DRREDDY,2021-05-04,2021-05-27,put_expired_otm,1,0,False,False,140643.75,140643.75,0.0,182.04643587500001,1224787.5,6123937.5,4900.0,0.0,,,,0,0,0,0,0,0,0,140643.75,0.0,182.04643587500001,140461.703564125,Healthcare,23,,
78,RELIANCE,2021-05-04,2021-05-27,put_expired_otm,1,0,False,False,21900.9,21900.9,0.0,48.273115922,278977.5,1394887.5,1860.0,0.0,,,,0,0,0,0,0,0,0,21900.9,0.0,48.273115922,21852.626884078003,Oil Gas & Consumable Fuels,23,,
79,SBIN,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,121459.8,121459.8,0.0,160.434181484,1319175.0,6595875.0,400.0,0.0,,,,0,0,0,0,0,0,0,121459.8,0.0,160.434181484,121299.365818516,Financial Services,24,,
80,BAJAJFINSV,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,77969.5,77969.5,0.0,111.43887930999999,1374800.0,6874000.0,11000.0,0.0,,,,0,0,0,0,0,0,0,77969.5,0.0,111.43887930999999,77858.06112069,Financial Services,24,,
81,IOC,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,48750.0,48750.0,0.0,78.520775,675675.0,3378375.0,104.0,0.0,,,,0,0,0,0,0,0,0,48750.0,0.0,78.520775,48671.479225,Oil Gas & Consumable Fuels,24,,
82,WIPRO,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,69263.36,69263.36,0.0,101.63071610879999,1305216.0,6526080.0,510.0,0.0,,,,0,0,0,0,0,0,0,69263.36,0.0,101.63071610879999,69161.7292838912,Information Technology,24,,
83,TITAN,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,49140.0,49140.0,0.0,78.9601412,1331910.0,6659550.0,1480.0,0.0,,,,0,0,0,0,0,0,0,49140.0,0.0,78.9601412,49061.0398588,Consumer Durables,24,,
84,LT,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,55838.479999999996,55838.479999999996,0.0,86.5065147984,1287862.0,6439310.0,1400.0,0.0,,,,0,0,0,0,0,0,0,55838.479999999996,0.0,86.5065147984,55751.9734852016,Capital Goods,24,,
85,AXISBANK,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,67392.0,67392.0,0.0,99.52247935999999,1343616.0,6718080.0,700.0,0.0,,,,0,0,0,0,0,0,0,67392.0,0.0,99.52247935999999,67292.47752064,Financial Services,24,,
86,TECHM,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,55107.36,55107.36,0.0,85.6828496288,1382328.0,6911640.0,960.0,0.0,,,,0,0,0,0,0,0,0,55107.36,0.0,85.6828496288,55021.6771503712,Information Technology,24,,
87,ICICIBANK,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,49335.0,49335.0,0.0,79.17982429999999,1340570.0,6702850.0,610.0,0.0,,,,0,0,0,0,0,0,0,49335.0,0.0,79.17982429999999,49255.8201757,Financial Services,24,,
88,INFY,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,41856.479999999996,41856.479999999996,0.0,70.7546732384,1425492.0,7127460.0,1320.0,0.0,,,,0,0,0,0,0,0,0,41856.479999999996,0.0,70.7546732384,41785.725326761596,Information Technology,24,,
89,HEROMOTOCO,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,62010.0,62010.0,0.0,93.45922579999998,1343400.0,6717000.0,2800.0,0.0,,,,0,0,0,0,0,0,0,62010.0,0.0,93.45922579999998,61916.5407742,Automobile,24,,
90,M&M,2021-05-31,2021-10-28,completed,1,4,True,True,683046.0,329825.9999999995,846720.0000000006,57797.67928388,1425312.0,7126560.0,800.0,791.8,2021-06-24,794.25,728.7,8400,0,8400,0,0,0,0,329825.9999999995,846720.0000000006,57797.67928388,1118748.32071612,Automobile,150,-0.010250000000000092,-0.07969184137408425
91,ULTRACEMCO,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,40218.75,40218.75,0.0,68.90963937500001,1363791.0,6818955.0,6200.0,0.0,,,,0,0,0,0,0,0,0,40218.75,0.0,68.90963937500001,40149.840360625,Construction Materials,24,,
92,CIPLA,2021-05-31,2021-06-24,put_expired_otm,1,0,False,False,8302.06,8302.06,0.0,32.9529347548,228774.0,1143870.0,880.0,0.0,,,,0,0,0,0,0,0,0,8302.06,0.0,32.9529347548,8269.1070652452,Healthcare,24,,
93,INFY,2021-06-28,2021-07-29,put_expired_otm,1,0,False,False,52884.0,52884.0,0.0,83.17805672,1420704.0,7103520.0,1480.0,0.0,,,,0,0,0,0,0,0,0,52884.0,0.0,83.17805672,52800.82194328,Information Technology,31,,
94,MARUTI,2021-06-28,2021-09-30,completed,1,2,True,True,155268.7,-189281.30000000016,389550.0000000002,58783.317452046,1438310.0,7191550.0,7200.0,6993.45,2021-07-29,6977.7,6608.6,1000,0,1000,0,0,0,0,-189281.30000000016,389550.0000000002,58783.317452046,141485.38254795398,Automobile,94,-0.028687499999999977,-0.05503006384545528
95,TCS,2021-06-28,2021-08-26,completed,1,1,True,True,95823.0,-483881.9999999994,999704.9999999994,58197.51646964001,1429554.0,7147770.0,3200.0,3195.8,2021-07-29,3167.45,3167.45,2100,0,2100,0,0,0,0,-483881.9999999994,999704.9999999994,58197.51646964001,457625.48353036004,Information Technology,59,-0.0013124999999999387,-0.00887101821140257
96,TITAN,2021-06-28,2021-07-29,put_expired_otm,1,0,False,False,81387.90000000001,81387.90000000001,0.0,115.28998038200001,1493325.0,7466625.0,1660.0,0.0,,,,0,0,0,0,0,0,0,81387.90000000001,0.0,115.28998038200001,81272.610019618,Consumer Durables,31,,
